Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
05/24/2022,0.5133,0.5255,0.4927,0.5219,170905795.6,1653436799999000000,87550942.7627,177961,83721980.3,42889155.95733,0
05/25/2022,0.5218,0.5328,0.5071,0.5146,133554250.3,1653523199999000000,69046651.59821,145961,65738876.1,33974863.55584,0
05/26/2022,0.5145,0.521,0.4614,0.4789,243664954.1,1653609599999000000,119303698.33202,255129,119737412.7,58609269.57727,0
05/27/2022,0.4788,0.4839,0.4454,0.4566,268406015.6,1653695999999000000,123982040.01051,278146,132187406.4,61078410.27387,0
05/28/2022,0.4566,0.4693,0.4481,0.4646,105935970.4,1653782399999000000,48699017.69142,111150,52981406.3,24361722.22343,0
05/29/2022,0.4646,0.4827,0.4559,0.482,88626528.9,1653868799999000000,41608754.06332,97923,46065144.5,21628684.56862,0
05/30/2022,0.4819,0.5777,0.4772,0.5698,259278313.4,1653955199999000000,137534136.01408,322644,134510610.1,71387427.77757,0
05/31/2022,0.5698,0.6893,0.5678,0.6268,663619489.7,1654041599999000000,419357527.62486,1006434,331524738.3,209395401.95672,0
06/01/2022,0.6266,0.6314,0.5359,0.5516,355477399.6,1654127999999000000,207077770.67488,455720,174782896.5,101776792.52181,0
06/02/2022,0.5517,0.5981,0.5487,0.5871,306125734.2,1654214399999000000,175597999.00685,410361,154833926.7,88834336.56909,0
06/03/2022,0.5872,0.6055,0.539,0.56,206257910.9,1654300799999000000,116992848.81495,300561,102831989.5,58317588.42559,0
06/04/2022,0.56,0.5718,0.5449,0.5665,108779268.9,1654387199999000000,60846034.84104,166996,54374282.1,30424849.38977,0
06/05/2022,0.5666,0.5808,0.5538,0.5674,95277593.6,1654473599999000000,54027559.10099,126913,48975962.9,27785244.47815,0
06/06/2022,0.5675,0.6472,0.5651,0.6091,341502376.8,1654559999999000000,210111671.92015,453386,174556496.7,107446478.06378,0
06/07/2022,0.6091,0.645,0.5715,0.6141,338812294.7,1654646399999000000,205352604.40458,471354,167261866.9,101405095.98204,0
06/08/2022,0.614,0.6696,0.6087,0.6408,394267374.7,1654732799999000000,253883949.48087,581779,196220274.4,126388176.58922,0
