Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
05/22/2022,0.5782,0.6258,0.576,0.6154,1391490.0,1653263999999000000,841163.9943,4522,677906.0,410303.55,0
05/23/2022,0.616,0.7845,0.6022,0.6837,6054365.0,1653350399999000000,4252161.7838,24993,2999446.0,2110018.0143,0
05/24/2022,0.6837,0.7372,0.638,0.6591,2330225.0,1653436799999000000,1617657.3988,10472,1060095.0,739147.4547,0
05/25/2022,0.6581,0.7626,0.6552,0.72,2468677.0,1653523199999000000,1760413.6603,11491,1252405.0,896387.4002,0
05/26/2022,0.72,0.8,0.6911,0.7377,4039185.0,1653609599999000000,3005442.572,17121,2010826.0,1503034.5494,0
05/27/2022,0.74,0.8664,0.68,0.7349,8507378.0,1653695999999000000,6535616.2496,41182,3959342.0,3061870.3084,0
05/28/2022,0.7352,0.844,0.7352,0.8133,2143509.0,1653782399999000000,1692412.5078,9921,1062501.0,839325.8246,0
05/29/2022,0.8137,0.92,0.7942,0.8626,5843571.0,1653868799999000000,5014605.8581,28912,2901078.0,2491474.0868,0
05/30/2022,0.8626,0.8772,0.8178,0.8704,2209478.0,1653955199999000000,1869739.5594,10612,1042043.0,882387.1812,0
05/31/2022,0.8697,0.881,0.82,0.8253,1792633.0,1654041599999000000,1520410.0396,9845,798322.0,678889.9602,0
06/01/2022,0.8265,0.8338,0.7791,0.8116,1773746.0,1654127999999000000,1433184.6839,8511,796874.0,644901.3983,0
06/02/2022,0.8115,0.8497,0.7581,0.7828,1500550.0,1654214399999000000,1193187.397,8004,679276.0,539996.4828,0
06/03/2022,0.7809,0.7845,0.674,0.695,2381481.0,1654300799999000000,1699894.9071,10519,1044963.0,747307.6585,0
06/04/2022,0.6951,0.81,0.6741,0.724,3318787.0,1654387199999000000,2484332.5292,17233,1689823.0,1269279.3522,0
06/05/2022,0.7246,0.7962,0.72,0.7401,2225220.0,1654473599999000000,1672421.0807,9414,1093387.0,824636.1761,0
06/06/2022,0.7415,0.777,0.7301,0.7429,889506.0,1654559999999000000,667783.6812,4383,432631.0,325267.4239,0
06/07/2022,0.7386,0.81,0.7043,0.7568,2316492.0,1654646399999000000,1755389.8166,10667,1145029.0,872535.4428,0
06/08/2022,0.7569,0.81,0.7503,0.7513,1916236.0,1654732799999000000,1493974.2969,8390,892762.0,696547.3165,0
06/09/2022,0.7513,0.7951,0.7502,0.7771,994409.0,1654819199999000000,771859.6735,5694,505669.0,393256.9275,0
