Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
05/22/2022,1.25,1.333,1.22,1.314,9631590.2,1653263999999000000,12323472.605,46533,4748622.2,6082646.1869,0
05/23/2022,1.313,1.369,1.21,1.231,11689514.4,1653350399999000000,15318278.4706,62260,5768815.3,7572772.2275,0
05/24/2022,1.232,1.278,1.172,1.273,10931189.3,1653436799999000000,13485002.0711,56031,5644202.2,6967412.4964,0
05/25/2022,1.272,1.295,1.207,1.235,8701639.4,1653523199999000000,10805040.2686,43158,4162867.5,5169975.404,0
05/26/2022,1.235,1.269,1.067,1.133,14031046.2,1653609599999000000,16176236.2026,68093,7300629.0,8410758.0336,0
05/27/2022,1.132,1.154,1.064,1.098,12170796.0,1653695999999000000,13487467.9454,66153,6065517.2,6721477.2949,0
05/28/2022,1.098,1.145,1.075,1.127,6590206.7,1653782399999000000,7341411.6347,32920,3270558.1,3645157.0704,0
05/29/2022,1.128,1.18,1.083,1.173,7349753.4,1653868799999000000,8267788.36,34309,3600847.1,4054241.8096,0
05/30/2022,1.173,1.35,1.148,1.329,11072592.2,1653955199999000000,13862461.9818,58175,5641689.0,7055501.3049,0
05/31/2022,1.329,1.397,1.274,1.341,13419974.0,1654041599999000000,17867138.8211,78401,6706946.9,8932581.1912,0
06/01/2022,1.342,1.397,1.155,1.2,17192242.3,1654127999999000000,22426439.1163,85494,8379382.8,10939917.0536,0
06/02/2022,1.2,1.252,1.173,1.243,7736310.7,1654214399999000000,9322573.7035,40792,3992164.7,4813749.4943,0
06/03/2022,1.243,1.248,1.159,1.196,4691512.9,1654300799999000000,5612018.0397,25715,2300094.2,2752214.8905,0
06/04/2022,1.196,1.217,1.16,1.195,4317582.7,1654387199999000000,5134313.9011,22980,2050102.8,2437991.8643,0
06/05/2022,1.196,1.23,1.17,1.21,3729049.0,1654473599999000000,4468477.259,20265,1853938.4,2222597.4488,0
06/06/2022,1.209,1.395,1.207,1.309,16228541.8,1654559999999000000,21625470.1516,85595,8430313.3,11239493.4706,0
06/07/2022,1.309,1.31,1.184,1.242,8312670.2,1654646399999000000,10256617.3059,46184,4004136.3,4941038.1107,0
