Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
05/22/2022,0.002544,0.002642,0.002501,0.002625,1907092659.0,1653263999999000000,4934107.129691,23864,835858060.0,2161034.451863,0
05/23/2022,0.002625,0.002741,0.002497,0.002541,3674815839.0,1653350399999000000,9742896.775696,42632,1639376330.0,4340111.636646,0
05/24/2022,0.002544,0.002655,0.00244,0.002606,2893016886.0,1653436799999000000,7379986.412616,34300,1307270238.0,3333449.529269,0
05/25/2022,0.002606,0.002648,0.002492,0.002518,2697256730.0,1653523199999000000,6860749.296635,28388,1297569948.0,3298742.730173,0
05/26/2022,0.002518,0.002567,0.002286,0.002339,3692389729.0,1653609599999000000,8888039.482443,39521,1815945682.0,4373157.446075,0
05/27/2022,0.002339,0.002413,0.002248,0.002292,2777296984.0,1653695999999000000,6475414.496439,32150,1295800715.0,3021233.356763,0
05/28/2022,0.002291,0.002373,0.002258,0.002338,1820639012.0,1653782399999000000,4237406.591317,19795,806200160.0,1875989.198586,0
05/29/2022,0.002339,0.002426,0.002309,0.002415,2016315360.0,1653868799999000000,4775326.903103,21458,1019125083.0,2410859.946492,0
05/30/2022,0.002416,0.002635,0.002393,0.002624,2671400099.0,1653955199999000000,6773603.902979,35678,1252875523.0,3176087.508125,0
05/31/2022,0.002624,0.0032,0.002515,0.002963,10111441861.0,1654041599999000000,29051957.418452,132505,4872834102.0,14043473.150809,0
06/01/2022,0.002964,0.003012,0.00244,0.002502,6514473471.0,1654127999999000000,17600387.350497,84548,3148396807.0,8508447.726423,0
06/02/2022,0.002501,0.002778,0.002488,0.00273,4267732122.0,1654214399999000000,11213475.415387,50871,1993526916.0,5232209.275213,0
06/03/2022,0.002732,0.002766,0.002512,0.002584,2928063750.0,1654300799999000000,7630918.444585,36354,1381243342.0,3588439.771785,0
06/04/2022,0.002587,0.002667,0.00252,0.00264,1742807994.0,1654387199999000000,4552382.81478,21976,802525407.0,2094383.450848,0
06/05/2022,0.002641,0.00268,0.002568,0.002638,1300845824.0,1654473599999000000,3412679.040161,17537,609528041.0,1598484.238793,0
06/06/2022,0.002639,0.002792,0.002593,0.002688,2745284534.0,1654559999999000000,7415601.111416,32558,1329231045.0,3586004.086797,0
